x,y,color,pen down?,x,y,color,pen down?,x,y,color,pen down?
0,0,15,true,0,0,105,true,0,0,65,true
1,1,15,true,1,0,105,true,1,999,65,true
2,1,15,true,2,0,105,true,2,999,65,true
3,1,15,true,3,0,105,true,3,999,65,true
4,1,15,true,4,0,105,true,4,999,65,true
5,1,15,true,5,0,105,true,5,999,65,true
6,1,15,true,6,0,105,true,6,999,65,true
7,1,15,true,7,0,105,true,7,999,65,true
8,1,15,true,8,0,105,true,8,999,65,true
9,1,15,true,9,0,105,true,9,999,65,true
10,1,15,true,10,0,105,true,10,999,65,true
11,1,15,true,11,0,105,true,11,999,65,true
12,1,15,true,12,0,105,true,12,999,65,true
13,1,15,true,13,0,105,true,13,999,65,true
14,1,15,true,14,0,105,true,14,999,65,true
15,1,15,true,15,0,105,true,15,999,65,true
16,1,15,true,16,0,105,true,16,999,65,true
17,1,15,true,17,0,105,true,17,999,65,true
18,1,15,true,18,0,105,true,18,999,65,true
19,1,15,true,19,0,105,true,19,999,65,true
20,1,15,true,20,0,105,true,20,999,65,true
21,1,15,true,21,0,105,true,21,999,65,true
22,1,15,true,22,0,105,true,22,999,65,true
23,1,15,true,23,0,105,true,23,999,65,true
24,1,15,true,24,0,105,true,24,999,65,true
25,1,15,true,25,0,105,true,25,999,65,true
26,1,15,true,26,0,105,true,26,999,65,true
27,1,15,true,27,0,105,true,27,999,65,true
28,1,15,true,28,0,105,true,28,999,65,true
29,1,15,true,29,0,105,true,29,999,65,true
30,1,15,true,30,0,105,true,30,999,65,true
31,1,15,true,31,0,105,true,31,999,65,true
32,1,15,true,32,0,105,true,32,999,65,true
33,1,15,true,33,0,105,true,33,999,65,true
34,1,15,true,34,0,105,true,34,999,65,true
35,1,15,true,35,0,105,true,35,999,65,true
36,1,15,true,36,0,105,true,36,999,65,true
37,1,15,true,37,0,105,true,37,999,65,true
38,1,15,true,38,0,105,true,38,999,65,true
39,1,15,true,39,0,105,true,39,999,65,true
40,1,15,true,40,0,105,true,40,999,65,true
41,1,15,true,41,0,105,true,41,999,65,true
42,1,15,true,42,0,105,true,42,999,65,true
43,1,15,true,43,0,105,true,43,999,65,true
44,1,15,true,44,0,105,true,44,999,65,true
45,1,15,true,45,0,105,true,45,999,65,true
46,1,15,true,46,0,105,true,46,999,65,true
47,1,15,true,47,0,105,true,47,999,65,true
48,1,15,true,48,0,105,true,48,999,65,true
49,1,15,true,49,0,105,true,49,999,65,true
50,1,15,true,50,0,105,true,50,999,65,true
51,1,15,true,51,0,105,true,51,999,65,true
52,1,15,true,52,0,105,true,52,999,65,true
53,1,15,true,53,0,105,true,53,999,65,true
54,1,15,true,54,0,105,true,54,999,65,true
55,1,15,true,55,0,105,true,55,999,65,true
56,1,15,true,56,0,105,true,56,999,65,true
57,1,15,true,57,0,105,true,57,999,65,true
58,1,15,true,58,0,105,true,58,999,65,true
59,1,15,true,59,0,105,true,59,999,65,true
60,1,15,true,60,0,105,true,60,999,65,true
61,1,15,true,61,0,105,true,61,999,65,true
62,1,15,true,62,0,105,true,62,999,65,true
63,1,15,true,63,0,105,true,63,999,65,true
64,1,15,true,64,0,105,true,64,999,65,true
65,1,15,true,65,0,105,true,65,999,65,true
66,1,15,true,66,0,105,true,66,999,65,true
67,1,15,true,67,0,105,true,67,999,65,true
68,1,15,true,68,0,105,true,68,999,65,true
69,1,15,true,69,0,105,true,69,999,65,true
70,1,15,true,70,0,105,true,70,999,65,true
71,1,15,true,71,0,105,true,71,999,65,true
72,1,15,true,72,0,105,true,72,999,65,true
73,1,15,true,73,0,105,true,73,999,65,true
74,1,15,true,74,0,105,true,74,999,65,true
75,1,15,true,75,0,105,true,75,999,65,true
76,1,15,true,76,0,105,true,76,999,65,true
77,1,15,true,77,0,105,true,77,999,65,true
78,1,15,true,78,0,105,true,78,999,65,true
79,1,15,true,79,0,105,true,79,999,65,true
80,1,15,true,80,0,105,true,80,999,65,true
81,1,15,true,81,0,105,true,81,999,65,true
82,1,15,true,82,0,105,true,82,999,65,true
83,1,15,true,83,0,105,true,83,999,65,true
84,2,15,true,84,0,105,true,84,998,65,true
85,2,15,true,85,0,105,true,85,998,65,true
86,2,15,true,86,0,105,true,86,998,65,true
87,2,15,true,87,0,105,true,87,998,65,true
88,2,15,true,88,0,105,true,88,998,65,true
89,2,15,true,89,0,105,true,89,998,65,true
90,2,15,true,90,0,105,true,90,998,65,true
91,2,15,true,91,0,105,true,91,998,65,true
92,2,15,true,92,0,105,true,92,998,65,true
93,2,15,true,93,0,105,true,93,998,65,true
94,2,15,true,94,0,105,true,94,998,65,true
95,2,15,true,95,0,105,true,95,998,65,true
96,2,15,true,96,0,105,true,96,998,65,true
97,2,15,true,97,0,105,true,97,998,65,true
98,2,15,true,98,0,105,true,98,998,65,true
99,2,15,true,99,0,105,true,99,998,65,true
100,2,15,true,100,0,105,true,100,998,65,true
101,2,15,true,101,0,105,true,101,998,65,true
102,2,15,true,102,0,105,true,102,998,65,true
103,2,15,true,103,0,105,true,103,998,65,true
104,2,15,true,104,0,105,true,104,998,65,true
105,2,15,true,105,0,105,true,105,998,65,true
106,2,15,true,106,0,105,true,106,998,65,true
107,2,15,true,107,0,105,true,107,998,65,true
108,2,15,true,108,0,105,true,108,998,65,true
109,2,15,true,109,0,105,true,109,998,65,true
110,2,15,true,110,0,105,true,110,998,65,true
111,2,15,true,111,0,105,true,111,998,65,true
112,2,15,true,112,0,105,true,112,998,65,true
113,2,15,true,113,0,105,true,113,998,65,true
114,2,15,true,114,0,105,true,114,998,65,true
115,2,15,true,115,0,105,true,115,998,65,true
116,2,15,true,116,0,105,true,116,998,65,true
117,2,15,true,117,0,105,true,117,998,65,true
118,2,15,true,118,0,105,true,118,998,65,true
119,2,15,true,119,0,105,true,119,998,65,true
120,2,15,true,120,0,105,true,120,998,65,true
121,2,15,true,121,0,105,true,121,998,65,true
122,2,15,true,122,0,105,true,122,998,65,true
123,2,15,true,123,0,105,true,123,998,65,true
124,2,15,true,124,0,105,true,124,998,65,true
125,2,15,true,125,0,105,true,125,998,65,true
126,2,15,true,126,0,105,true,126,998,65,true
127,2,15,true,127,0,105,true,127,998,65,true
128,2,15,true,128,0,105,true,128,998,65,true
129,2,15,true,129,0,105,true,129,998,65,true
130,2,15,true,130,0,105,true,130,998,65,true
131,2,15,true,131,0,105,true,131,998,65,true
132,2,15,true,132,0,105,true,132,998,65,true
133,2,15,true,133,0,105,true,133,998,65,true
134,2,15,true,134,0,105,true,134,998,65,true
135,2,15,true,135,0,105,true,135,998,65,true
136,2,15,true,136,0,105,true,136,998,65,true
137,2,15,true,137,0,105,true,137,998,65,true
138,2,15,true,138,0,105,true,138,998,65,true
139,2,15,true,139,0,105,true,139,998,65,true
140,2,15,true,140,0,105,true,140,998,65,true
141,2,15,true,141,0,105,true,141,998,65,true
142,2,15,true,142,0,105,true,142,998,65,true
143,2,15,true,143,0,105,true,143,998,65,true
144,3,15,true,144,0,105,true,144,997,65,true
145,3,15,true,145,0,105,true,145,997,65,true
146,3,15,true,146,0,105,true,146,997,65,true
147,3,15,true,147,0,105,true,147,997,65,true
148,3,15,true,148,0,105,true,148,997,65,true
149,3,15,true,149,0,105,true,149,997,65,true
150,3,15,true,150,0,105,true,150,997,65,true
151,3,15,true,151,0,105,true,151,997,65,true
152,3,15,true,152,0,105,true,152,997,65,true
153,3,15,true,153,0,105,true,153,997,65,true
154,3,15,true,154,0,105,true,154,997,65,true
155,2,15,true,155,1,105,true,155,997,65,true
156,2,15,true,156,1,105,true,156,997,65,true
157,2,15,true,157,1,105,true,157,997,65,true
158,2,15,true,158,1,105,true,158,997,65,true
159,2,15,true,159,1,105,true,159,997,65,true
160,2,15,true,160,1,105,true,160,997,65,true
161,2,15,true,161,1,105,true,161,997,65,true
162,2,15,true,162,1,105,true,162,997,65,true
163,2,15,true,163,1,105,true,163,997,65,true
164,2,15,true,164,1,105,true,164,997,65,true
165,2,15,true,165,1,105,true,165,997,65,true
